27	12	169.51	566.97	245
96	45	538.51	330.49	290
81	33	345.01	45.05	128
90	39	581.2	278.46	235
13	36	61.27	1252.1	29
44	45	30.05	269.84	127
36	29	587.7	754.9	299
47	4	168.55	569.88	468
45	7	669.16	763.72	9
22	34	237.21	1462.58	197
93	25	582.04	322.32	373
79	47	382.1	124.29	391
46	50	817.29	893.19	359
45	17	441.1	597.53	269
10	37	963.72	579.53	444
98	36	102.98	743.22	35
21	12	566.99	381.08	188
77	46	477.47	708.24	69
83	26	271.1	178.96	442
80	24	332.76	54.67	3
69	44	869.12	452.01	314
87	35	38.48	93.43	104
9	43	804.42	1473.17	424
73	42	452.35	123.23	197
23	21	73.88	791.62	309
57	2	278.77	830.49	195
26	32	937.66	1933.98	55
55	8	376.11	938.35	435
68	24	160.19	1960.19	26
54	49	197.89	731.28	497
2	37	728.14	1247.12	323
25	22	301.29	773.31	205
55	1	227.41	1902.19	308
54	2	43.63	1183.61	172
34	10	883.44	1350.2	35
38	45	420.99	1197.51	353
72	5	280.84	1310.01	52
60	2	916.32	1970.37	435
79	40	452.21	800.16	469
74	33	108.05	408.09	371
66	19	875.39	1904.48	103
15	3	194.45	1836.07	393
31	31	231.61	1302.19	190
78	10	919.21	680.7	376
43	38	658.71	1297.25	295
7	32	193.2	311.25	27
31	2	388.55	687.09	167
80	18	726.73	759.65	233
91	12	894.8	1966.65	374
68	23	877.01	877.67	251
12	39	938.45	1920.1	378
35	42	729.73	503.41	425
100	44	196.7	1453.89	395
12	3	258.32	539.86	267
14	42	60.46	623.13	68
33	48	10.11	767.05	464
82	39	5.06	162.39	440
28	27	701.27	1628.22	473
45	3	785.51	1981.01	359
39	24	127.95	1224.12	81
76	20	388.81	1852.9	144
64	36	708.49	1029.42	413
79	14	228.87	218.76	163
46	36	559.37	618.48	258
73	42	564.94	1654.73	115
11	43	916.03	587.7	494
49	35	466.2	1158.98	149
10	26	566.09	484.03	336
98	32	317.57	1023.02	93
73	7	571.56	640.08	171
43	26	544.57	1054.41	454
12	21	997.66	362.16	27
63	48	720.44	572.94	259
90	37	529.27	768.39	218
22	9	366.99	1143.0	11
33	34	302.27	867.92	205
82	15	656.83	1226.21	155
33	33	211.86	1353.61	9
43	37	316.23	897.96	310
57	10	637.86	756.07	341
4	47	534.34	1542.65	394
50	6	446.92	511.6	95
85	25	400.17	1068.8	62
24	5	656.23	86.94	95
7	3	974.04	323.38	488
51	11	107.25	637.07	343
33	40	449.55	457.92	394
37	13	850.99	1489.0	311
74	40	751.99	110.68	470
93	47	11.8	177.3	406
62	7	86.78	26.51	383
31	30	695.81	147.45	330
65	24	52.36	1783.82	173
60	16	628.06	1299.4	283
4	22	956.16	247.4	127
98	39	766.74	293.93	441
12	24	77.52	656.42	94
94	12	314.84	79.98	195
39	8	19.52	1199.51	226
15	6	486.51	865.73	25
96	18	536.47	660.22	113
82	27	89.13	1012.16	453
39	26	321.36	250.69	245
45	25	700.57	1418.52	346
21	19	907.61	1543.19	220
10	1	105.56	235.87	60
22	18	525.31	1810.73	76
29	46	365.76	1797.8	105
29	10	817.38	1411.12	164
35	24	995.24	1623.52	396
12	40	727.49	1995.84	113
58	3	617.83	1985.44	241
66	18	794.26	1910.94	307
8	39	534.17	1853.07	194
27	13	35.82	1989.03	446
39	37	256.34	1904.67	442
79	34	561.67	369.91	346
77	25	401.87	1129.76	96
24	5	197.73	685.56	360
89	47	312.7	580.18	12
93	17	340.71	1029.07	347
37	2	797.88	1031.43	43
23	3	19.18	1472.81	195
22	27	373.15	1305.02	60
39	27	958.93	1476.77	337
48	4	128.98	1496.69	124
63	26	406.2	1362.26	460
95	14	144.66	570.43	299
97	5	734.63	1379.75	376
95	39	459.77	428.34	166
66	39	781.64	165.29	142
12	15	21.65	1602.61	45
64	7	157.57	787.07	100
24	33	861.14	189.31	163
29	32	216.34	1043.3	240
46	17	92.98	1745.72	144
8	34	810.89	944.25	410
20	26	566.77	721.49	192
71	47	281.4	1126.69	82
67	49	133.93	1836.47	394
24	18	533.06	1734.9	300
96	6	657.75	528.34	90
97	7	923.47	1287.16	238
48	25	45.26	810.84	331
95	8	599.48	1918.67	73
86	8	318.56	1344.62	300
8	27	243.33	1725.63	57
24	37	323.62	1722.15	2
79	26	344.1	1603.26	421
4	43	168.82	1504.18	485
36	24	389.36	122.48	226
36	10	443.41	96.05	203
37	16	582.5	281.06	436
4	22	157.13	465.16	197
95	4	623.69	1446.02	191
1	29	343.56	583.54	61
63	23	449.25	397.92	343
74	27	378.8	1903.94	104
66	18	282.09	1977.45	279
13	33	438.17	1197.39	308
9	30	426.42	1236.79	77
58	14	156.73	49.6	397
64	12	235.72	1610.85	137
24	29	203.86	1139.54	197
58	1	339.41	30.45	313
59	11	134.68	1270.06	348
11	15	631.05	1251.89	230
2	34	410.04	1179.49	208
61	40	309.09	716.92	131
50	21	364.98	161.84	100
45	6	731.4	1650.33	280
14	48	490.71	583.37	356
34	5	345.71	1387.98	404
30	10	188.27	94.61	201
46	23	798.79	245.57	148
54	10	628.61	1955.6	299
11	34	898.18	1961.62	352
47	44	832.3	1027.18	494
37	8	47.79	130.42	279
57	36	624.66	1066.59	298
37	25	345.87	1644.42	186
10	15	138.02	1437.44	310
1	1	947.95	1798.31	266
18	6	98.77	1444.85	313
24	1	172.9	1757.03	104
82	42	224.0	1255.5	50
64	27	203.79	1751.98	355
9	38	178.46	515.53	413
61	32	711.36	260.52	133
81	5	121.99	1912.29	61
38	47	284.94	924.68	454
53	10	987.22	1853.93	109
18	28	756.94	331.66	474
78	22	96.85	1980.19	200
86	46	97.0	1162.97	136
63	43	991.28	1635.19	224
54	1	743.55	1887.2	432
61	43	617.21	1732.29	279
8	45	692.39	72.82	357
35	14	803.24	279.58	293
24	2	323.9	1570.7	210
14	36	13.74	990.68	62
19	39	544.49	1809.92	76
52	7	955.26	479.55	289
54	14	87.86	636.08	147
72	30	17.95	726.58	160
69	46	446.83	1302.67	139
52	17	442.86	901.26	130
43	17	82.36	150.42	430
87	13	100.84	1507.83	119
68	23	558.29	339.96	314
24	36	859.7	134.74	387
68	31	615.98	521.65	445
92	26	546.27	1706.1	318
79	28	637.32	418.84	298
72	8	240.25	638.08	474
56	45	483.9	1957.09	362
14	46	205.92	1137.5	262
9	3	943.89	1121.86	368
40	12	527.45	1489.3	355
95	40	74.19	23.48	381
3	37	617.86	621.34	34
81	6	704.99	1201.87	226
81	36	835.95	1616.4	40
76	14	301.73	1476.85	303
49	13	751.24	1736.57	475
86	50	739.95	1373.94	497
73	33	7.35	1943.65	440
26	2	80.9	487.54	64
64	10	354.82	868.6	154
100	6	738.9	1092.61	427
44	15	616.83	1101.04	221
62	46	126.7	1978.88	53
92	28	666.75	1543.28	256
89	38	29.58	709.82	459
71	47	164.14	1187.33	462
60	42	446.63	1197.5	91
43	46	796.17	588.76	271
83	7	144.74	607.6	217
71	24	512.52	442.36	367
34	21	610.67	1455.84	72
64	5	485.65	1983.28	29
65	48	795.13	243.71	151
31	13	101.09	800.86	99
90	20	916.55	1470.54	384
26	2	448.04	1076.05	108
2	6	256.91	1179.02	267
74	46	926.51	451.04	43
60	7	448.85	1481.27	175
25	22	915.99	498.65	482
66	36	939.36	1831.41	8
35	47	980.15	1606.65	200
30	9	647.41	949.3	478
75	21	408.09	310.17	139
3	1	32.23	1936.53	138
5	31	72.95	1291.47	229
7	4	924.07	908.58	243
59	29	158.0	1363.31	130
67	33	575.63	1979.58	422
100	38	833.11	1009.49	414
73	34	180.97	895.46	408
97	47	359.13	33.31	84
19	2	878.96	1014.22	256
20	32	311.54	840.44	26
33	27	636.54	1239.92	302
23	40	165.48	382.21	107
46	31	201.08	1030.4	309
24	14	307.4	806.24	456
51	11	573.04	1824.06	182
19	40	449.63	1736.11	345
62	31	424.48	396.3	92
18	19	945.34	1668.92	47
85	28	914.72	586.9	139
47	34	134.64	1833.56	57
48	42	992.05	93.89	350
50	38	994.92	599.64	120
